Professor,Artigo
NATASHA CORREIA QUEIROZ LINO,Recommendation of Multimedia Content in Digital Convergence Environments: TV and Web
NATASHA CORREIA QUEIROZ LINO,Uma Taxonomia Ontológica para a Classificação de Estudos em Informática Médica
NATASHA CORREIA QUEIROZ LINO,Um Estudo Sobre o Desenvolvimento de uma Taxonomia para a Classificação de Trabalhos de um Mapeamento Sistemático sobre o uso de Ontologias em Informática Médica
NATASHA CORREIA QUEIROZ LINO,The knowledge as a service metaphor and its use for building convergence environments
NATASHA CORREIA QUEIROZ LINO,Semantic Based Support for Visualisation in Complex Collaborative Planning Environments
NATASHA CORREIA QUEIROZ LINO,M-Planning: A Mobile Tool to Support Collaborative Planning
NATASHA CORREIA QUEIROZ LINO,XH-KaaS (eXplanable Health-Knowledge as a Service)
NATASHA CORREIA QUEIROZ LINO,Um Framework para Apoiar Especialistas no Estudo da Eficiência Energética em Trens Urbanos
NATASHA CORREIA QUEIROZ LINO,Framework para suporte à evolução de ontologias biomédicas: uma abordagem aplicada a três perspectivas de evolução
NATASHA CORREIA QUEIROZ LINO,A Framework to Support Experts in the Study of Energy Efficiency in Urban Trains
NATASHA CORREIA QUEIROZ LINO,Clinical Decision Support Based on OWL Queries in a Knowledge-as-a-Service
NATASHA CORREIA QUEIROZ LINO,A Domain Ontology for Privacy Preservation in Data Published by the Brazilian Government
NATASHA CORREIA QUEIROZ LINO,AS TECNOLOGIAS OMICS EM NEFROLOGIA OMICS TECHNOLOGIES IN NEPHROLOGY
NATASHA CORREIA QUEIROZ LINO,Recomendação de Conteúdos Multimídia em Ambientes de Convergência Digital: Uma Abordagem Baseada em Mineração de Dados e Web Semântica
NATASHA CORREIA QUEIROZ LINO,Domain discovery and expansion in multimedia metadata for digital TV broadcast
NATASHA CORREIA QUEIROZ LINO,A semantic multi-modal information retrieval approach based on linked data to multimedia convergent environments
NATASHA CORREIA QUEIROZ LINO,Intelligent Planning as KaaS for Emergency and Convergent Domains
NATASHA CORREIA QUEIROZ LINO,Semantic Based Support for Planning Information Delivery in Human-agent Collaborative Teams.
NATASHA CORREIA QUEIROZ LINO,Extending the resources of mobile human health monitoring via rule–based functions
NATASHA CORREIA QUEIROZ LINO,"MDM-KTV: a conceptual framework for multi-data-models for operational, analytic, semantic and linked data based data organization"
NATASHA CORREIA QUEIROZ LINO,Exploring Semantic Representation for t-learning on the ITV Platform
NATASHA CORREIA QUEIROZ LINO,"DECISION SUPPORT IN HEALTH, HOW TO INCREASE THE USE OF MACHINE LEARNING? AN APPROACH IN NEPHROLOGY."
NATASHA CORREIA QUEIROZ LINO,ONTODRC: PREVENINDO A DOENÇA RENAL CRÔNICA
NATASHA CORREIA QUEIROZ LINO,Arquitetura e Aplicações no contexto do Mining Knowledge TV
NATASHA CORREIA QUEIROZ LINO,Extração de Conhecimento para Suporte ao Diagnóstico de Doenças Raras Knowledge Extraction to Support the Diagnostic of Rare Diseases
NATASHA CORREIA QUEIROZ LINO,SISTEMA BASEADO EM REGRAS DE PRODUÇÃO PARA MONITORAMENTO REMOTO PERVASIVO
NATASHA CORREIA QUEIROZ LINO,Mining Knowledge TV: A Proposal for Data Integration in the Knowledge TV Environment
NATASHA CORREIA QUEIROZ LINO,Plan Delivery and Visualisation in Collaborative Planning Environments
RAONI KULESZA,FlexTV–Uma Proposta de Arquitetura de Middleware para o Sistema Brasileiro de TV Digital
RAONI KULESZA,Análise comparativa de metadados em TV digital
RAONI KULESZA,A model-driven approach for mulsemedia application domain
RAONI KULESZA,Evolution of web systems architectures: a roadmap
RAONI KULESZA,Uma avaliação do emprego do jogo Modelando como apoio ao ensino de Engenharia de Requisitos
RAONI KULESZA,Mulsemaker: An mdd tool for mulsemedia web application development
RAONI KULESZA,Ginga-J: Implementação de Referência do Ambiente Imperativo do Middleware Ginga
RAONI KULESZA,Uma Ferramenta de Autoria para Aplicações NCL e NCLua: uma Abordagem Orientada a Templates e com Suporte a Serviços Web
RAONI KULESZA,Towards a generative software development approach for rapid prototyping iDTV applications
RAONI KULESZA,A model-driven approach for integration of interactive applications and web services: A case study in interactive digital TV platform
RAONI KULESZA,Compared analysis on Digital Television metadata
RAONI KULESZA,Libro de aplicaciones y usabilidad de la televisión digital interactiva
RAONI KULESZA,A Generative Software Development approach for mulsemedia application domain
RAONI KULESZA,Evolution of Software Architectures: from Web 1.0 to Web 3.0 systems
RAONI KULESZA,A tecnologia ginga como elemento de integração latino-americana
RAONI KULESZA,Desenvolvimento de Aplicações Imperativas para TV Digital no middleware Ginga com Java
RAONI KULESZA,Oversea: Towards a scalable and effective architecture for overlay networks
RAONI KULESZA,La televisión digital interactiva para el mejoramiento de los pueblos latinoamericanos
RAONI KULESZA,A Software Testing Process for Ginga Products
RAONI KULESZA,Ginga-J-An open java-based application environment for interactive digital television services
RAONI KULESZA,Uma Abordagem Dirigida por Modelos para Integração de Aplicações Interativas e Serviços Web: Estudo de Caso na Plataforma de TV Digital
RAONI KULESZA,"Applications and Usability of Interactive TV: 8th Iberoamerican Conference, jAUTI 2019, Rio de Janeiro, Brazil, October 29–November 1, 2019, Revised Selected Papers"
RAONI KULESZA,Uma proposta de ferramenta de avaliação de interfaces de interação para TV Digital
RAONI KULESZA,Aplicaciones de la Televisión Interactiva y tecnologías afines para el mejoramiento de los pueblos latinoamericanos
RAONI KULESZA,Evolução das arquiteturas de software rumo à Web 3.0
RAONI KULESZA,Um ambiente de simulação para aplicações multimídia complexas
RAONI KULESZA,iTV Visual Design: Uma Ferramenta para Desenvolvimento Visual de Aplicacões Java para o Padrão Brasileiro de TV Digital
RAONI KULESZA,"Tópicos em sistemas colaborativos, interativos, multimídia, web e banco de dados"
RAONI KULESZA,A management platform for multimedia distribution in country-wide networks
RAONI KULESZA,Implementando uma camada de adaptação para transmissão de mídias usando programação orientada a objetos
RAONI KULESZA,Uma camada de adaptação para transmissão de mídias digitais
RAONI KULESZA,Sistema de videocolaboração para o museu interativo do TCE-PB baseado no modelo DA
RAONI KULESZA,Um Estudo Prático sobre o Potencial do Ataque Slowloris a partir de Dispositivos Móveis
RAONI KULESZA,"A tool to simulate the transmission, reception, and execution of interactive TV applications"
RAONI KULESZA,Using video embedded markings for supporting content sensitive interaction in multiple contexts
RAONI KULESZA,Uma análise de metadados de tvd para suporte a informaçoes de serviço no middleware ginga
RAONI KULESZA,Evaluation of a real network experiment in a remote environment
RAONI KULESZA,Ginga-J-An Open Java-based Application Environment for Digital Interactive Television Services
RAONI KULESZA,A Study on Methods of Synchronization Between Gestural-Visual and Audiovisual Communication
RAONI KULESZA,A Proposal for an Accessible Videoconferencing Interface for People with Hearing Impairments
RAONI KULESZA,Proposal for Digital TV Based on Industry
RAONI KULESZA,Evaluation of Interaction Interfaces-A Tool Proposal for Digital TV Based on Industry Standards
RAONI KULESZA,Projeto experimental de colaboração entre a produção audiovisual do TCE-PB e de estudantes da rede pública
RAONI KULESZA,"Research Article A Tool to Simulate the Transmission, Reception, and Execution of Interactive TV Applications"
RAONI KULESZA,Libro de jAUTI 2014
RAONI KULESZA,Libro de JAUTI 2014: III Jornadas de aplicaciones y usabilidad de la TVDi
RAONI KULESZA,Libro de jAUTI 2014: III Jornadas Iberoamericanas de Difusión y Capacitación sobre Aplicaciones y Usabilidad de la Televisión Digital Interactiva y WTVDI Webmedia 2014 III …
RAONI KULESZA,Contextual Information Improving IPTV and Digital TV: A Systematic Review
RAONI KULESZA,"WebMedia'14: Proceedings of the 20th Brazilian Symposium on Multimedia and the Web: November 18-23, 2014, João Pessoa, Brazil"
RAONI KULESZA,Uma abordagem de desenvolvimento orientado a modelos para a integração entre projetos de mídia e software no domínio de aplicações de TV digital
RAONI KULESZA,A Model-Driven Development Approach to Integration of Web Services and Interactive Applications: A Case Study in a Digital TV Platform
RAONI KULESZA,GingaCDN: Uma Rede de Desenvolvimento Distribuído para o Middleware Ginga
RAONI KULESZA,Uma Ferramenta para Gerência de Distribuição de Mídias
RAONI KULESZA,Giga-Colab: Uma Arquitetura de Ambiente Virtual Colaborativo com suporte a Serviços Multimídia
RAONI KULESZA,Implementing an Adaptation Layer for Multimedia Servers Using Aspect-Oriented Programming
RAONI KULESZA,La Televisión Digital Interactiva para el mejoramiento de los pueblos latinoamericanos
RAONI KULESZA,Um Estudo sobre o Uso de Marcações Autocontidas em Vídeo para Promoção de Interação Sensível ao Conteúdo em Múltiplos Contextos
RAONI KULESZA,The Adaptive Pipeline Aspect Pattern
ROBERTO QUIRINO DO NASCIMENTO,Nenhuma publicação encontrada
RUY ALBERTO CORREA ALTAFIM,Template-based fluoroethylenepropylene piezoelectrets with tubular channels for transducer applications
RUY ALBERTO CORREA ALTAFIM,Piezoelectrets from thermo-formed bubble structures of fluoropolymer-electret films
RUY ALBERTO CORREA ALTAFIM,Incipient fault diagnosis in power transformers by data-driven models with over-sampled dataset
RUY ALBERTO CORREA ALTAFIM,Ionic impurities in nematic liquid crystal displays
RUY ALBERTO CORREA ALTAFIM,Laminated tubular-channel ferroelectret systems from low-density polyethylene films and from fluoroethylene-propylene copolymer films-A comparison
RUY ALBERTO CORREA ALTAFIM,A novel method for electret production using impulse voltages
RUY ALBERTO CORREA ALTAFIM,Hydrophobicity classification of polymeric materials based on fractal dimension
RUY ALBERTO CORREA ALTAFIM,Electrical modeling of liquid crystal displays-LCDs
RUY ALBERTO CORREA ALTAFIM,A system for simulataneous measurements of lightning induced voltages on lines with and without arresters
RUY ALBERTO CORREA ALTAFIM,A new route to piezo-polymer transducers: 3D printing of polypropylene ferroelectrets
RUY ALBERTO CORREA ALTAFIM,Practical methodology for modeling and simulation of a lightning protection system using metal-oxide surge arresters for distribution lines
RUY ALBERTO CORREA ALTAFIM,Fluoropolymer piezoelectrets with tubular channels: resonance behavior controlled by channel geometry
RUY ALBERTO CORREA ALTAFIM,Piezoelectricity in multi-air voids electrets
RUY ALBERTO CORREA ALTAFIM,The effects of fillers on polyurethane resin-based electrical insulators
RUY ALBERTO CORREA ALTAFIM,Piezoelectrets with well‐defined cavities produced from 3D‐printed acrylonitrile butadiene styrene structures
RUY ALBERTO CORREA ALTAFIM,Piezoelectrets: a brief introduction
RUY ALBERTO CORREA ALTAFIM,Hydrophone based on 3D printed polypropylene (PP) piezoelectret
RUY ALBERTO CORREA ALTAFIM,Piezoelectret-based hydrophone: An alternative device for vibro-acoustography
RUY ALBERTO CORREA ALTAFIM,Classification of polymers insulators hydrophobicity basead on digital image processing
RUY ALBERTO CORREA ALTAFIM,Three-layer ferroelectrets from perforated Teflon®-PTFE films fused between two homogeneous Teflon®-FEP films
RUY ALBERTO CORREA ALTAFIM,Piezoelectricity of multi-layers space-charge electrets from Teflon FEP film with homogeneous voids distributed on its surface
RUY ALBERTO CORREA ALTAFIM,A system for lightning induced voltages data acquisition: preliminary results
RUY ALBERTO CORREA ALTAFIM,Space charge deposition in tubular channel ferroelectrets: A combined fluorescence imaging/LIMM study with finite element analysis
RUY ALBERTO CORREA ALTAFIM,Template-based fluoroethylenepropylene ferroelectrets with enhanced thermal stability of piezoelectricity
RUY ALBERTO CORREA ALTAFIM,Well-defined piezoelectrets fabricated with 3D printing technology
RUY ALBERTO CORREA ALTAFIM,The influence of seasonal soil moisture on the design of grounding systems
RUY ALBERTO CORREA ALTAFIM,"A full-scale system for lightning data acquisition, with special reference to induced voltages on distribution lines"
RUY ALBERTO CORREA ALTAFIM,An electret transducer for impulse voltage measurements
RUY ALBERTO CORREA ALTAFIM,Ferroelectret two-layer and multilayer composite and method for production thereof
RUY ALBERTO CORREA ALTAFIM,Piezoelectric sensor based on electret thermoforming technology
RUY ALBERTO CORREA ALTAFIM,Low-cost electro-acoustic system based on ferroelectret transducer for characterizing liquids
RUY ALBERTO CORREA ALTAFIM,Detection of acoustic emissions from partial discharges in distribution transformers with piezoelectret transducers
RUY ALBERTO CORREA ALTAFIM,Template-based fluoropolymer ferroelectrets with multiple layers of tubular channels
RUY ALBERTO CORREA ALTAFIM,Analysis of entropy and fractal dimension to classify the hydrophobicity in polymeric insulators
RUY ALBERTO CORREA ALTAFIM,The effects of fillers on the service properties of polyurethane resins
RUY ALBERTO CORREA ALTAFIM,Polyurethane resins derived from castor oil for the fabrication of polymeric insulators.-II
RUY ALBERTO CORREA ALTAFIM,Piezoelectric-magnetic behavior of ferroelectrets coated with magnetic layer
RUY ALBERTO CORREA ALTAFIM,Localisation of inter‐layer partial discharges in transformer windings by logistic regression and different features extracted from current signals
RUY ALBERTO CORREA ALTAFIM,Piezoelectret sensors detect geometry-related modifications of the acoustical signatures from partial discharges in an electrical equipment chamber
RUY ALBERTO CORREA ALTAFIM,Piezoelectricity of a single bubble formed by two oppositely charged Teflon®-FEP films
RUY ALBERTO CORREA ALTAFIM,Wood cross-arms coated with polyurethane resin-tests and numerical simulations
RUY ALBERTO CORREA ALTAFIM,Study of timber crossarms coated with castor oil-based polyurethane resins: Electrical and mechanical tests
RUY ALBERTO CORREA ALTAFIM,50 anos da EESC: um olhar no passado visando ao futuro
RUY ALBERTO CORREA ALTAFIM,Ferroelectret-based hydrophone employed in oil identification—A machine learning approach
RUY ALBERTO CORREA ALTAFIM,Laminated composite based on polyester geotextile fibers and polyurethane resin for coating wood structures
RUY ALBERTO CORREA ALTAFIM,Multi-layer piezoelectret hydrophone for ultrasonic applications
RUY ALBERTO CORREA ALTAFIM,Dielectric barrier discharges in multi-layer polymer ferroelectrets
RUY ALBERTO CORREA ALTAFIM,Electrical characterization of castor-oil resins
RUY ALBERTO CORREA ALTAFIM,Investigation of water content in power transformer oils through ultrasonic measurements
RUY ALBERTO CORREA ALTAFIM,Electrical network models of one-and multidimensional ferroelectret structures with open tubular channels
RUY ALBERTO CORREA ALTAFIM,A system for experimental studies of lightning currents and overvoltages
RUY ALBERTO CORREA ALTAFIM,Electric circuit model for simulating ferroelectrets with open-tubular channels
RUY ALBERTO CORREA ALTAFIM,One-port nonlinear electric circuit for simulating grounding systems under impulse current
RUY ALBERTO CORREA ALTAFIM,Multi-layers fluoroethylenepropylene (FEP) films bounded with adhesive tape to create piezoelectrets with controlled cavities
RUY ALBERTO CORREA ALTAFIM,Fluoroethylenepropylene ferroelectrets with superimposed multi-layer tubular void channels
RUY ALBERTO CORREA ALTAFIM,Dielectric resonance spectroscopy of piezoelectrets with tubular channels: Channel dimensions control resonances
RUY ALBERTO CORREA ALTAFIM,Hydrophobicity of polyurethane resins
RUY ALBERTO CORREA ALTAFIM,Self-controlled pre-breakdown discharges in planar symmetry
RUY ALBERTO CORREA ALTAFIM,Unipolar Teflon®-FEP ferroelectrets-choice of negative electret charge enhances stability
RUY ALBERTO CORREA ALTAFIM,Comparative analysis between impulsive detection methods applied on partial discharge acoustic signals
RUY ALBERTO CORREA ALTAFIM,Um estudo comparativo entre abordagens convencionais e redes neurais artificiais para diagnóstico de transformadores de potência
RUY ALBERTO CORREA ALTAFIM,Prototypes of polymer-impregnated reforested wood crossarms subjected to partial discharge tests
RUY ALBERTO CORREA ALTAFIM,Mechanical and electrical characteristics of polymeric insulators manufactured from castor oil resins
RUY ALBERTO CORREA ALTAFIM,Teflon-FEP charged by microsecond voltage pulses: numerical results and model
RUY ALBERTO CORREA ALTAFIM,Lightning peak current sensor based on electret technology
RUY ALBERTO CORREA ALTAFIM,Low-cost lightning current peak detector for installation on communication towers
RUY ALBERTO CORREA ALTAFIM,Thermo-formed piezoelectrets with open-tubular channels produced from water-filled FEP pads
RUY ALBERTO CORREA ALTAFIM,Thin Teflon-FEP capacitors with open-tubular channels employed on low-pressure measurements for smart-grid monitoring systems
RUY ALBERTO CORREA ALTAFIM,Acoustic detection of single and multiple air-gap partial discharges with piezoelectrets transducers
RUY ALBERTO CORREA ALTAFIM,Different piezoelectric structures applied to acoustic detection of impulse and corona partial discharges
RUY ALBERTO CORREA ALTAFIM,Ferroeletret multilayer composite and method for producing a ferroelectret multilayer composite with parallel tubular channels
RUY ALBERTO CORREA ALTAFIM,"A comparison of polymer piezoelectrets with open and closed tubular channels: pressure dependence, resonance frequency, and behavior under humidity"
RUY ALBERTO CORREA ALTAFIM,Resonance frequency analysis in open tubular channels ferroelectrets by interferometry
RUY ALBERTO CORREA ALTAFIM,Annual report on IEEE conference on electrical insulation and dielectric phenomena
RUY ALBERTO CORREA ALTAFIM,Analysis of performance of polymeric insulators manufactured with polyurethane resins
RUY ALBERTO CORREA ALTAFIM,Electrostatic characterization of carpets using a corona triode
RUY ALBERTO CORREA ALTAFIM,Lcd direct calibration for non cylindrical conductors
RUY ALBERTO CORREA ALTAFIM,Earthing electrodes modelling for impulse current
RUY ALBERTO CORREA ALTAFIM,History and recent progress in ferroelectrets produced in Brazil
RUY ALBERTO CORREA ALTAFIM,An accelerometer based on thermoformed piezoelectrets with open-tubular channels
RUY ALBERTO CORREA ALTAFIM,Heterogeneous polymers as capacitive sensors: Differences between foam cells and closed or open tubular channels
RUY ALBERTO CORREA ALTAFIM,Images from high-voltage impulse discharges evaluated with a developed graphical software
RUY ALBERTO CORREA ALTAFIM,Comparison between three RTL implementations of the multiplicative inverse calculation of galois field elements based on a standard cells library
RUY ALBERTO CORREA ALTAFIM,Impulse voltage sensor based on electret technology
RUY ALBERTO CORREA ALTAFIM,Estudos dos piezoeletretos como transdutores acústicos para detecção de descargas elétricas em transformadores
RUY ALBERTO CORREA ALTAFIM,Discharge patterns in three-layer ferroelectret systems with perforated polymer films
RUY ALBERTO CORREA ALTAFIM,Dielectric behavior of polyvinyl alcohol (PVA) and its influence on LCDS
RUY ALBERTO CORREA ALTAFIM,Computed x-ray tomography for analyzing polymer insulators
RUY ALBERTO CORREA ALTAFIM,Tomografia por impedância elétrica e seus possíveis usos na agropecuária
RUY ALBERTO CORREA ALTAFIM,"Comportamento de aterramentos (padrão Eletropaulo, CESP, CPFL) sob impulso"
RUY ALBERTO CORREA ALTAFIM,Electrical discharges in small air gap
RUY ALBERTO CORREA ALTAFIM,Earthing electrode associations for impulse currents
RUY ALBERTO CORREA ALTAFIM,Current Transducer Based on Thermoformed Piezo-magnetic-electrets
RUY ALBERTO CORREA ALTAFIM,New Design for a Thermo-formed Piezoelectret-based Accelerometer
RUY ALBERTO CORREA ALTAFIM,Protection of Low-Voltage Equipment and Systems
RUY ALBERTO CORREA ALTAFIM,Vibration Detection of Vehicle Impact Using Smartphone Accelerometer Data and Long-Short Term Memory Neural Network
RUY ALBERTO CORREA ALTAFIM,Electronic peak lightning current detector
RUY ALBERTO CORREA ALTAFIM,Space charge build-up in tubular channel ferroelectrets
RUY ALBERTO CORREA ALTAFIM,Influence of electrodes geometry on images formed by direct contact electrical discharge over electret films
RUY ALBERTO CORREA ALTAFIM,Manutenção pré-corretiva em transformadores de potência: um novo conceito de manutenção
RUY ALBERTO CORREA ALTAFIM,Hydrophobicity classification of polymer insulator based on mathematical morphology
RUY ALBERTO CORREA ALTAFIM,"Study of pin-type polymeric electric insulators: manufacturing process, tomographic analyses, and electrical and mechanical tests"
RUY ALBERTO CORREA ALTAFIM,Estudo sobre isoladores poliméricos à base de resinas poliuretanas para ambiente externo
RUY ALBERTO CORREA ALTAFIM,Uso de resinas poliuretanas derivadas do óleo de mamona na fabricação de isoladores poliméricos
RUY ALBERTO CORREA ALTAFIM,Tomografia por impedânica elétrica e suas potencialidades na agropecuária
RUY ALBERTO CORREA ALTAFIM,Detetor de picos de correntes e tensões impulsivas usando eletreto
RUY ALBERTO CORREA ALTAFIM,Investigation of a magnetic levitation architecture with a ferrite core for energy harvesting
RUY ALBERTO CORREA ALTAFIM,"Capacitance, Quality Factor, and Magnetic Field Influence on Thermoformed Magnetic-Piezoelectret"
RUY ALBERTO CORREA ALTAFIM,"Capacitance, Quality Factor, and Magnetic Field Influence on Magneto-Piezoelectret Thermoformed"
RUY ALBERTO CORREA ALTAFIM,"Flauzino, RdA Investigation of a Magnetic Levitation Architecture with a Ferrite Core for Energy Harvesting. Energies 2024, 17, 5315"
RUY ALBERTO CORREA ALTAFIM,Validation of Thermoformed Piezoelectret Transducer for Partial Discharge Detection in Energized Power Transformers
RUY ALBERTO CORREA ALTAFIM,Current Transducer Based on Magneto-Piezoelectret Thermoformed Technology
RUY ALBERTO CORREA ALTAFIM,Barrier position effect on bubble triggered DC breakdown characteristics in liquid nitrogen
RUY ALBERTO CORREA ALTAFIM,A School-Based Intervention for Arboviruses in Northeastern Brazil (ZikaMob)
RUY ALBERTO CORREA ALTAFIM,Dispositivo para detecção remota de gases livres em transformadores de potência
RUY ALBERTO CORREA ALTAFIM,A small sized low frequency vibration-based electromagnetic energy harvesting system
RUY ALBERTO CORREA ALTAFIM,Palmilha com sensores piezoelétricos para identificação de características de marcha
RUY ALBERTO CORREA ALTAFIM,Método de determinação de hidrofobicidade em superfícies e método de avaliação do envelhecimento de superfícies e sistemas compreendendo tais métodos
RUY ALBERTO CORREA ALTAFIM,"Reator de hidrogênio através da reação química entre alumínio, água e hidróxido de sódio"
RUY ALBERTO CORREA ALTAFIM,Acelerômetro utilizando sensores piezoeletretos
RUY ALBERTO CORREA ALTAFIM,Sensor de picos de correntes impulsivas com tecnologia dos eletretos
RUY ALBERTO CORREA ALTAFIM,Potential application of 3d printed film models as ferroelectrets: a study
RUY ALBERTO CORREA ALTAFIM,Detection of partial discharges with piezoelectret sensors
RUY ALBERTO CORREA ALTAFIM,Overview on electret impulse peak current sensors
RUY ALBERTO CORREA ALTAFIM,PIEZOELECTRETS WITH CLOSED-TUBULAR CHANNELS EMPLOYED ON PRESSURE-LEVEL MEASUREMENTS
RUY ALBERTO CORREA ALTAFIM,Piezoelectret-based hydrophone: an alternative device for vibro-acoustography
RUY ALBERTO CORREA ALTAFIM,A novel low cost power converter topology for active power injection in low voltage monophasic power line from fuel cells
RUY ALBERTO CORREA ALTAFIM,Energia solar foi tema do 20º Integra Elétrica: gerar e disseminar informação e conhecimento sobre energia solar [Entrevista a Keite Marques]
RUY ALBERTO CORREA ALTAFIM,Análise da operação de para-raios de linha em sistemas de distribuição de energia elétrica
RUY ALBERTO CORREA ALTAFIM,Validation of the forensic analysis applied to distribution transformers (FAADT)
RUY ALBERTO CORREA ALTAFIM,Elemento de sustentação para redes aéreas de distribuição
RUY ALBERTO CORREA ALTAFIM,Automação de um sistema para caracterização da atividade piezelétrica de sensores baseados nos piezoeletretos
RUY ALBERTO CORREA ALTAFIM,Estudo com novos transdutores piezoelétricos aplicados em meio líquido
RUY ALBERTO CORREA ALTAFIM,Projeto e construção de invólucro para transdutor de pico de tensão impulsiva em linhas de distribuição
RUY ALBERTO CORREA ALTAFIM,Hidrofone baseado em piezoeletretos para aquisições de imagens por vibroacustografia
RUY ALBERTO CORREA ALTAFIM,Método de determinação de hidrofobicidade em superfícies e método de avaliação do envelhecimento de superfícies e sistemas compreendendo tais métodos
RUY ALBERTO CORREA ALTAFIM,Interferometric measurements to detect resonance frequency in open tubular channels ferroelectrets
RUY ALBERTO CORREA ALTAFIM,Novo compósito de madeira-geotêxtil-resina poliuretana para cruzetas de sistemas de distribuição de energia
RUY ALBERTO CORREA ALTAFIM,Uso de redes neurais e processamento digital de imagens na classificação da hidrofobicidade de isoladores poliméricos
RUY ALBERTO CORREA ALTAFIM,Uma abordagem nebulosa aplicada ao diagnóstico de transformadores de potência
RUY ALBERTO CORREA ALTAFIM,""" É preciso criar uma opinião USP""[entrevista a Renata Cafardo]: entre as propostas do arquiteto estão um software para plebiscitos online e a mudança da reitoria para o centro"
RUY ALBERTO CORREA ALTAFIM,Candidatos à reitoria defendem maior transparência em fundações [Depoimento a Ricardo Westin]
RUY ALBERTO CORREA ALTAFIM,"Debate expõe idéias para aumentar interação com a sociedade: extensão, fontes de financiamento extraorçamentárias e relação com movimentos sociais foram temas abordados em …"
RUY ALBERTO CORREA ALTAFIM,Reitoráveis discutem estrutura do poder em debates na USP [Depoimento a Caio Lee]
RUY ALBERTO CORREA ALTAFIM,"Reitoráveis querem mudar eleição na USP: para candidatos à sucessão da reitora Suely Vilela, regulamento da escolha do reitor da universidade está ultrapassado [Depoimento a …"
RUY ALBERTO CORREA ALTAFIM,Candidatos a reitor discutem democracia na USP e estatuto em debate [Depoimento a Bruno F. Leite e Lucas Hirata]
RUY ALBERTO CORREA ALTAFIM,"Reitoráveis iniciam campanha sem surpresas [Depoimento a Teresa Perosa]: excesso de burocracia, centralização do poder, ensino à distância e modelo eleitoral foram os …"
RUY ALBERTO CORREA ALTAFIM,Revista Cultura e Extensão USP
RUY ALBERTO CORREA ALTAFIM,Candidatos a reitor da USP querem gestão mais democrática.[Depoimento a Renata Cafardo]
RUY ALBERTO CORREA ALTAFIM,"Candidatos a reitor da USP querem gestão mais democrática: em debate pelo Grupo Estado, os oito reitoráveis concordam com a necessidade [Depoimento a Renata Cafardo]"
RUY ALBERTO CORREA ALTAFIM,"Idéias para a próxima gestão [Depoimento a Leila Kiyomura]: em debate realizado no Instituto de Física, candidatos à Reitoria da USP discutem temas como interdisciplinaridade e …"
RUY ALBERTO CORREA ALTAFIM,Pró-reitoria de cultura e extensão universitária [Apresentação]
RUY ALBERTO CORREA ALTAFIM,A USP do futuro: imaginar como será a Universidade ao final da gestão reitoral a ser eleita nas próximas semanas foi uma das questões propostas aos candidatos em debate na sede …
